,datetime,username,content,display name,user description,verified,follower count,friends count,statuses count,favourites count,listed count,media count,location,protected,outlinks,tcooutlinks,reply count,retweet count,like count,quote count,lang,source,media,retweeted tweet,quoted tweet,mentioned users
0,2008-06-12 16:58:10+00:00,emtemporeal,"BC trabalha para que alta de preços não seja consistente, diz diretor: Segundo Alexandre Tombini, do .. http://tinyurl.com/63z2wn",Em Tempo Real,,False,976,0,1141318,0,86,7,,False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
1,2008-06-12 15:53:17+00:00,BolsaNoBolso,"BC trabalha para que alta de precos nao seja consistente, diz diretor - Segundo Alexandre Tombini, do BC, juros sobe http://twurl.nl/b0fuog",BolsaNoBolso,"bovespa , bm&f , stock market , financial market , peabirus , mercado financeiro , money , brazil",False,597,16,116085,0,10,0,"Sao Paulo, SP, Brazil",False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
2,2008-06-12 14:43:17+00:00,BolsaNoBolso,"Diretor do BC diz que inflacao ficara dentro da meta  - O diretor de Normas do Banco Central, Alexandre Tombini, afi http://twurl.nl/8ipf1p",BolsaNoBolso,"bovespa , bm&f , stock market , financial market , peabirus , mercado financeiro , money , brazil",False,597,16,116085,0,10,0,"Sao Paulo, SP, Brazil",False,[],[],0,0,0,0,pt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
